T27062;2026-09-23;18:21:33
Código de Integração;DESCRIÇÃO LOCAL;RAZÃO SOCIAL LOCAL;ATIVO LOCAL;PAÍS;ESTADO;CIDADE;BAIRRO;TIPO LOGRADOURO;LOGRADOURO;NÚMERO LOGRADOURO;COMPLEMENTO LOGRADOURO;CEP;NÚMERO TELEFONE CELULAR;NUMERO TELEFONE FIXO;E-MAIL;OBSERVAÇÃO;IDENTIFICADOR PESSOA RESPONSÁVEL;Transportadora;Títulos Vencidos;Forma de Pagamento Sugerida;Prazo de Pagamento Sugerido;Títulos A Vencer;Notas Fiscais;Contato;Formas de Pagamentos Disponíveis;Prazos de Pagamentos Disponíveis;Tipo de Frete;Entregas Realizadas;Pedidos
77024198;DAYTONA AUTO CENTER;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;PACIÊNCIA;ESTRADA;ESTRADA SANTA EUGÊNIA;410;LOJA;23585430;;;;;;;;;;;;;;;;;
77024205;DIEGO RODRIGO  (BENTO RIBEIRO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024214;DRIVE DISTRIBUIDORA DE AUTO PEÇAS LTDA ME;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024216;DUARTE BORRACHARIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024334;JAIR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024218;DUTRA CAR AUTO CENTER LTDA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024220;EDGARD (BANNER);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024217;DUDACAR AUTOCENTER;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;ESTRADA;ESTRADA RIO SÃO PAULO;1674;LOJA;23087005;;2133953130;;;;;;;;;;;;;;;
77024221;EDILNILSON;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024223;EDSON ( ARCANJO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024224;EDSON JORGE RAMOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024240;FABIANO FERNANDES;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024233;ELOS DUNAMIS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024260;FLAVIO ( AMIGO DO PAULISTA );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024263;(GARANTIA) 3 IRMÃOS;;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024226;EDUARDO JANUARIO FERREIRA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;INHAÚMA;RUA;VINTE E QUATRO DE OUTUBRO;67;PRAÇA DE INHAÚMA;21061300;21999840083;;;;;;;;;;;;;;;;
77024227;EDUARDO PORTELA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024225;EDUARDO AUTO CENTER;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;OSVALDO CRUZ;ESTRADA;HENRIQUE DE MELO;740;LOJA;21340190;;;;;;;;;;;;;;;;;
77024228;EDVALDO (AMIGO DO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024229;ELIAS BANGU (BAIANO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024261;FUSCAR PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024230;ELIEZER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024231;ELIO BACALHAU;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024232;ELITE AUTO CENTER EIRELI;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024234;EMPRESA DE TÁXI JOFEVA LTDA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024235;ENGE CAR AUTO PEÇAS LTDA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024239;EVELSON ( VANDI );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024236;ESPIRITO SANTO COMERCIO E SERVIÇOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024237;esti;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024238;EU E  DEUS COMERCIO DE PNEUS (MARLO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024241;FABINHO AUTO ELETRICA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;ABOLIÇÃO;RUA;Basílio Da Gama;53;AUTO PEÇAS;20750030;;;;;;;;;;;;;;;;;
77024243;FABIO ALEXANDRE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024244;FABIO ALEXANDRE NOGUEIRA DOS SANTOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024245;FABIO ( AMIGO DA VIVIANE);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024246;FABIO BITENCURT;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024247;FABIO LOPES DE ASSIS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024248;FABIO TAXI (AMIGODA VIVI);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024249;FAVINHO RODAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024250;FAVORITA AUTO PEÇAS LTDA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024251;FEIO BORRACHARIA LTDA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024359;JONATHAN AMORIM;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024360;JORGE AMIGO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024361;JORGE LUIS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024252;FELIPE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024253;FELIPE MADEIRA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024254;FELIPE PIRES GARCIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024255;FELIPE RODRIGUES LIMA  ( NEW CAR );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024256;FERMANDO CAXAMBI;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024257;FERNANDO CAXAMBI;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024258;FERNANDO DA FONTE PIMENTEL ME;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024259;FLAVINHO RODAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024262;FW BROTHER;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;PARQUE LAFAIETE;AVENIDA;AVENIDA NILO PEÇANHA;1191;LOJA;25015000;;;;;;;;;;;;;;;;;
77024268;(GARANTIA) CAXIAS CAR;;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024269;(GARANTIA) CELSO VOUGA;;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024272;(GARANTIA) FW BROTHER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024273;(GARANTIA) JKM BORRACHARIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024270;(GARANTIA) CLAUDIO DA ROCHA LIMA;;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024271;(GARANTIA) FABINHO AUTO PEÇAS;;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024288;(GARANTIA) PRO-CARROS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024275;(GARANTIA) JSM AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024276;(GARANTIA) LJR AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024277;(GARANTIA) LONGA VIDA AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024278;(GARANTIA) MAIA AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024279;(GARANTIA) ME GOMES AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024274;(GARANTIA) JOMANO VICENTE DE CARVALHO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024280;(GARANTIA) MOLAS TIGRE AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024281;(GARANTIA) MORIÁ AUTO MECANICA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024282;(GARANTIA) MVR BORRACHARIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024283;(GARANTIA) NJ MOLAS TIGRE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024287;(GARANTIA) PNEUS SAMPA AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024286;(GARANTIA) PNEUS EDUARDO;;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024285;PAULO NILOPOLIS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024289;(GARANTIA) RATINHO PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024290;(GARANTIA) REVOLUTION BATERIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024303;GIAN (MEGA FORTE);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024291;(GARANTIA)REVOLUTION BATERIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024292;(GARANTIA) RICAR AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024304;GILBERTO BORRACHARIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024293;(GARANTIA) RONCAUTO AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024294;(GARANTIA) RR OLIVEIRA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024295;(GARANTIA) THIAGO RODAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024296;(GARANTIA) VENTURA (DUTRA);;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024300;GERAÇÃO EM GERAÇÃO PEÇAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024301;GERSON (SIMAR);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024302;GIAN CARLOS CUNHA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024309;GORDINHO DE ITAGUAÍ;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024305;GIL CAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024306;GILMAR TEIXEIRA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024307;GOLD CAR;;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;CENTRO;RUA;RUA CORONEL FRANCISCO SOARES;882;GALPÃO;26216032;;;;;;;;;;;;;;;;;
77024308;GONÇALVES;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024310;GUIPA CENTRO ATOMOTIVO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024311;HARRISON ( PAULISTA );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024315;HL PRODUTOS E SERVIÇOS AUTOMOTIVOS EIRELI;;1;Brasil;RIO D JANEIRO;RIO DE JANEIRO;Jacarepaguá;ESTRADA;ESTRADA DO TINDIBA;800;LOJA (TAQUARA);22740360;;;;;;;;;;;;;;;;;
77024312;HELIO BORRACHEIRO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024322;IMPACTO ( C. GRANDE);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024313;H F CARDOSO (HALENDE);;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;TRÊS CORAÇÕES;ESTRADA;ADRIANOPOLIS;160;;26041270;;;;;;;;;;;;;;;;;
77024318;icio;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024319;IEIO PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024321;IGOR LIMA DE FREITAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024320;EXPRESSO PNEUS RJ - SEPETIBA;EXPRESSO PNEUS - SEPETIBA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;SEPETIBA;LOJA;ESTRADA DE SEPETIBA;4608;IGOR BORRACHEIRO;23545003;;;;;;;;;;;;;;;;;
77024328;ISAIAS ( VIZINHO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024330;J. A. BORRACHEIRO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024331;JAD VEÍCULOS LTDA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024332;JAILSON (AMIGO DO PAULISTA );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024333;JAILSON SEROPÉDICA  (J SANTOS JUNOR);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024335;JANILDO  ( CASA DE OLEO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024338;JEAN ( DIEGO AUTORIZOU);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024339;JEFERSON  ( DIEGO AUTORIZOU);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024340;JEFFERSON DA ABATERJ;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024341;JEOVÁ RODRIGUES MARTINS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024342;JFPB COMERCIO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024343;JFPB COMERCIO DE BEBIDAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024344;J GOMES MEGA BORRACHARIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024350;JKM COMERCIO DE PNEUS LTDA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;OSVALDO CRUZ;RUA;CATAGUAZES;19;LOJA A/B;21340250;;;;;;;;;;;;;;;;;
77024346;JHONY;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024347;JHR COMERCIO E SERVIÇOS  (CELSO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024345;JHONATAN (Mariano) Rei Dos Pneus;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024348;JJM  PRIMAVERA;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;JARDIM PRIMAVERA;RUA;JORNALISTA MOACYR PADILHA;175;LOJA;25215250;;;;;;;;;;;;;;;;;
77024349;JJM  VILA;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;VILA SÃO LUIS;RUA;JOSÉ EXPEDICIONÁRIO JOSÉ AMARO;639;;25065090;;;;;;;;;;;;;;;;;
77024352;JM PNEUS KM 32  ( LUIZINHO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024353;JOAQUIM ALVES MARTINS FILHO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024355;JOG AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024357;JOMANO VICENTE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024358;JOMANO ( VICENTE);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024356;JOMANO CVICENTE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024362;JORGE LUIS  ( MAGÉ );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024363;JORGE ( VIZINHO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024364;JOSÉ AIRTON;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024365;JOSÉ CARLOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024367;JOSÉ  LUIZ DE SOUZA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024368;JOSÉ PAULO GOMES;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024369;JOSÉ ROBERTO FERREIRA DA SILVA (BETO PENHA );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024370;JOSUE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024371;JOVISAL;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024372;JRA RIO AUTO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024375;JULIO (AMIGO DO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024376;JULIO E JOEL;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024378;JUNIOR ( AMIGO PAULISTA );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024388;LCJ    (COSTA RICA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024389;LCJ    (PAVUNA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024379;KAIO AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024380;KAIROS MOTO PEÇAS E BORRACHARIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024381;KAUAI CAR AUTO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024392;LEANDRO AMIGO DO DIEGO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024393;LEANDRO CAVALLIERI;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024394;LEANDRO MALHEIROS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024399;LEONARDO BETCHER ( LEVI );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024400;LEONARDO DA SILVA RIBEIRO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024401;LEONARDO THURLER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024402;LEONARDO TORRES PEREIRA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024403;LIVIA  -  AUTOBOT PNEUS E SUSPENSÃO;;1;Brasil;RIO DE JANEIRO;SÃO JOÃO DE MERITI;CENTRO;RUA;RUA FRANCISCO DANTAS;152;LOJA;25525030;21988628244;;;;;;;;;;;;;;;;
77024405;L&M  PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024406;LOJAO DOS PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024407;LONGA VIDA PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024408;LUCAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024409;LUCAS (BACALHAU);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024410;LUCAS DOMINGUES TERRA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024411;LUCAS MACAÉ;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024412;LUCAS NUNES DE OLIVEIRA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024404;LJR VEICULOS;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;OSWALDO CRUZ;ESTRADA;INTENDENTE MAGALHÃES;684;- de 403 ao fim - lado ímpar;21330790;;;;;;;;;;;;;;;;;
77024413;LUIS BEXIGA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024414;LUIZ CASTRO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024418;LUIZ FERNANDO (AMIGO DO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024419;LZ COMERCIO DE PNEUS  (LEVI);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024420;MAANAIM GÊNEIS CENTRO AUTOMOTIVO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024422;MAGAIVER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024423;MAGNO PEREIRA DE LIMA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024424;MAGNO (SIMAR);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024421;MAGAIVE (AMIGO DO MARLON );;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024425;MAIA SERVIÇOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024426;MAICON  ( AMIGO DO DAVISON);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024428;MARCELO DA COSTA PEREIRA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024429;MARCIO DA GRAFICA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024427;M ARAUJO PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024430;MARCO BARBOSA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024431;MARCOS 5 BOCAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024432;MARCOS  AURELIO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024433;MARCOS (CESARINHO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024434;MARCOS DA SILVA RAMOS  (MARCOS MARICÁ);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024435;MARCOS JACARÉ;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024436;MARCOS ROBERTO (V8 MOTOS);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024438;MARILEZ (VIZINHA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024439;MARIO PINA  (AMIGO DO MARLON);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024440;MARLON;;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024441;MARLON WAGNER DE ARAUJO SOUZA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024452;MENOR;;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024445;MATHEUS MOREIRA  (POINT DOS ACESSÓRIOS);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024448;MECÂNICA  MORIÁ;MECÂNICA  MORIÁ;1;Brasil;RIO DE JANEIRO;PACIÊNCIA;PACIÊNCIA;AVENIDA;AVENIDA CESÁRIO;11617;LOJA;23585125;21970401581;;;;;;;;;;;;;;;;
77024446;MAURO ILHA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024460;MINEIRO STA. CRUZ;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024444;MATEUS MOREIRA BERRIEL;;1;Brasil;RIO DE JANEIRO;QUEIMADOS;VILA NASCENTE;RUA;RUA VEREADOR MARINHO HEMETERIO OLIVEIRA;;AUTO PEÇAS;26323296;;;;;;;;;;;;;;;;;
77024447;MAZINHO (AMIGO DO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024449;ME GOMES INJEÇÃO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024451;MENDES ( AMIGO DO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024455;MICHEL (PRIMO DO DIEGO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024450;MEIRA SUSPENSÃO COMERCIO DE PEÇAS;;1;Brasil;Rio de Janeiro;RIO DE JANEIRO;INHAÚMA;Avenida;Avenida Itaoca1092;2914;LOJA;21815072;21999840083;;;;;;;;;;;;;;;;
77024456;MICHEL ( REDENÇÃO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024457;MIGUEL LANGA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024458;MIGUEL MOTO PEÇAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024459;MIGUEL NGA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024461;MINHA BORRACHARIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024462;Mino;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024466;MOLAS TIGRE;;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024463;MKM AUTO PEÇAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024465;MODIFICAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024464;ML FIGUEREDO AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024467;MONIQUE  RUFINA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024472;NASCIMENTO (AMIGO DO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024473;NEILO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024474;NELIO OLIVEIRA FERNANDES;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024475;NEWTON BORRACHEIRO LTDA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024476;NILTON PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024485;O BORRACHÃO COMÉRCIO DE ARTEFATOS DE BORRACHA LTDA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024478;N & N MAQUINA SERVIÇOS DE BORRACHARIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024479;NOSCAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024480;NOVA CAMAUP PEÇAS E SERVIÇOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024486;OLIVEIRA  ( AMIGO DO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024481;NOVA IDEAL AUTO CENTER LTDA;NOVA IDEAL AUTO CENTER LTDA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;REALENGO;ESTRADA;ESTRADA DA ÁGUA BRANCA;1550;LOJA;21815072;21999840083;2134628365;;;;;;;;;;;;;;;
77024484;NR SILVA;NR SILVA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;BANGU;AVENIDA;AVENIDA MINISTRO ARY FRANCO;1480;LOJA;21862005;;;;;;;;;;;;;;;;;
77024487;OLIVEIRA (AMIGO DO PAULISTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024489;OUTRIO PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024523;PS AUTOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024490;PADASTRO DO GABRIEL;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024491;PADRÃO AUTO SERVICE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024494;PARADA AUTOMOTIVA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024495;PATRICIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024492;PARADA 971;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024496;PATRICIA FERNANDES MACHADO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77024497;PAULISTA ( PORTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
